orthogroup	gene	annot
OG0002083	YuYa2v21024753m	"stress-inducible protein, putative"
OG0002083	YuYa2v21033798m	"stress-inducible protein, putative"
OG0002084	YuYa2v21043588m	DNA glycosylase superfamily protein
OG0002084	YuYa2v21077765m	DNA glycosylase superfamily protein
OG0002084	YuYa2v21082970m	DNA glycosylase superfamily protein
OG0002084	YuYa2v21085928m	DNA glycosylase superfamily protein
OG0002085	YuYa2v21072044m	GATA transcription factor 15
OG0002085	YuYa2v21074177m	GATA transcription factor 15
OG0002085	YuYa2v21076392m	GATA transcription factor 15
OG0002085	YuYa2v21083750m	GATA transcription factor 15
OG0002085	YuYa2v21091095m	GATA transcription factor 15
OG0002086	YuYa2v21021099m	0
OG0002086	YuYa2v21039814m	0
OG0002086	YuYa2v21046332m	0
OG0002086	YuYa2v21050757m	0
OG0002086	YuYa2v21074448m	0
OG0002086	YuYa2v21095977m	0
OG0002087	YuYa2v21004547m	RING/U-box superfamily protein
OG0002087	YuYa2v21015842m	RING/U-box superfamily protein
OG0002087	YuYa2v21058930m	RING/U-box superfamily protein
OG0002087	YuYa2v21058931m	RING/U-box superfamily protein
OG0002087	YuYa2v21072764m	RING/U-box superfamily protein
OG0002087	YuYa2v21087307m	RING/U-box superfamily protein
OG0002087	YuYa2v21087308m	RING/U-box superfamily protein
OG0002088	YuYa2v21000230m	translocase of inner mitochondrial membrane 23
OG0002088	YuYa2v21076459m	translocase of inner mitochondrial membrane 23
OG0002088	YuYa2v21083639m	translocase of inner mitochondrial membrane 23
OG0002088	YuYa2v21090232m	translocase of inner mitochondrial membrane 23
OG0002089	YuYa2v21035966m	5
OG0002089	YuYa2v21058923m	5
OG0002089	YuYa2v21060314m	5
OG0002089	YuYa2v21072742m	5
OG0002089	YuYa2v21087129m	5
OG0002090	YuYa2v21022699m	Plant protein of unknown function (DUF863)
OG0002090	YuYa2v21075392m	Plant protein of unknown function (DUF863)
OG0002091	YuYa2v21018909m	SKP1-like 20
OG0002091	YuYa2v21025634m	SKP1-like 20
OG0002091	YuYa2v21057356m	SKP1-like 20
OG0002091	YuYa2v21065656m	SKP1-like 20
OG0002092	YuYa2v21010458m	0
OG0002092	YuYa2v21016950m	0
OG0002092	YuYa2v21016952m	0
OG0002092	YuYa2v21026781m	0
OG0002092	YuYa2v21032061m	0
OG0002092	YuYa2v21043067m	0
OG0002092	YuYa2v21043068m	0
OG0002092	YuYa2v21043071m	0
OG0002092	YuYa2v21043072m	0
OG0002092	YuYa2v21053230m	0
OG0002092	YuYa2v21057630m	0
OG0002092	YuYa2v21065383m	0
OG0002092	YuYa2v21065384m	0
OG0002092	YuYa2v21066885m	0
OG0002092	YuYa2v21068827m	0
OG0002092	YuYa2v21069366m	0
OG0002092	YuYa2v21079783m	0
OG0002092	YuYa2v21090255m	0
OG0002093	YuYa2v21025521m	Protein kinase superfamily protein
OG0002093	YuYa2v21057766m	Protein kinase superfamily protein
OG0002093	YuYa2v21065263m	Protein kinase superfamily protein
OG0002093	YuYa2v21067495m	Protein kinase superfamily protein
OG0002094	YuYa2v21028201m	C-terminal domain phosphatase-like 1
OG0002094	YuYa2v21065823m	C-terminal domain phosphatase-like 1
OG0002094	YuYa2v21074989m	C-terminal domain phosphatase-like 1
OG0002095	YuYa2v21018982m	Transcription factor DP
OG0002095	YuYa2v21025566m	Transcription factor DP
OG0002095	YuYa2v21034319m	Transcription factor DP
OG0002095	YuYa2v21037648m	Transcription factor DP
OG0002096	YuYa2v21042861m	Octicosapeptide/Phox/Bem1p family protein
OG0002096	YuYa2v21082390m	Octicosapeptide/Phox/Bem1p family protein
OG0002097	YuYa2v21045408m	IAP-like protein 1
OG0002097	YuYa2v21049919m	IAP-like protein 1
OG0002097	YuYa2v21063427m	IAP-like protein 1
OG0002098	YuYa2v21000219m	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
OG0002098	YuYa2v21036886m	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
OG0002098	YuYa2v21086517m	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
OG0002098	YuYa2v21091305m	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
OG0002099	YuYa2v21022235m	Protein of unknown function (DUF3754)
OG0002099	YuYa2v21027920m	Protein of unknown function (DUF3754)
OG0002099	YuYa2v21052641m	Protein of unknown function (DUF3754)
OG0002099	YuYa2v21095227m	Protein of unknown function (DUF3754)
OG0002100	YuYa2v21010813m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0002100	YuYa2v21040689m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0002100	YuYa2v21076422m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0002100	YuYa2v21083669m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0002101	YuYa2v21000286m	C-CAP/cofactor C-like domain-containing protein
OG0002101	YuYa2v21000505m	C-CAP/cofactor C-like domain-containing protein
OG0002101	YuYa2v21036913m	C-CAP/cofactor C-like domain-containing protein
OG0002101	YuYa2v21040125m	C-CAP/cofactor C-like domain-containing protein
OG0002101	YuYa2v21086020m	C-CAP/cofactor C-like domain-containing protein
OG0002102	YuYa2v21044743m	O-Glycosyl hydrolases family 17 protein
OG0002102	YuYa2v21048124m	O-Glycosyl hydrolases family 17 protein
OG0002102	YuYa2v21049284m	O-Glycosyl hydrolases family 17 protein
OG0002102	YuYa2v21084589m	O-Glycosyl hydrolases family 17 protein
OG0002103	YuYa2v21011742m	Sulfite exporter TauE/SafE family protein
OG0002103	YuYa2v21039446m	Sulfite exporter TauE/SafE family protein
OG0002103	YuYa2v21044750m	Sulfite exporter TauE/SafE family protein
OG0002103	YuYa2v21049286m	Sulfite exporter TauE/SafE family protein
OG0002103	YuYa2v21082117m	Sulfite exporter TauE/SafE family protein
OG0002104	YuYa2v21019422m	RNA polymerase II transcription mediators
OG0002104	YuYa2v21034452m	RNA polymerase II transcription mediators
OG0002105	YuYa2v21010455m	#N/A
OG0002105	YuYa2v21076093m	#N/A
OG0002106	YuYa2v21013947m	Calcium-binding EF-hand family protein
OG0002106	YuYa2v21037302m	Calcium-binding EF-hand family protein
OG0002106	YuYa2v21076186m	Calcium-binding EF-hand family protein
OG0002106	YuYa2v21083925m	Calcium-binding EF-hand family protein
OG0002106	YuYa2v21089134m	Calcium-binding EF-hand family protein
OG0002107	YuYa2v21002828m	diacylglycerol kinase 3
OG0002107	YuYa2v21010634m	diacylglycerol kinase 3
OG0002107	YuYa2v21095201m	diacylglycerol kinase 3
OG0002108	YuYa2v21050148m	0
OG0002108	YuYa2v21063234m	0
OG0002109	YuYa2v21000328m	myb-like HTH transcriptional regulator family protein
OG0002109	YuYa2v21036839m	myb-like HTH transcriptional regulator family protein
OG0002109	YuYa2v21086400m	myb-like HTH transcriptional regulator family protein
OG0002110	YuYa2v21055282m	pseudo-response regulator 7
OG0002110	YuYa2v21085493m	pseudo-response regulator 7
OG0002111	YuYa2v21044445m	Serine protease inhibitor (SERPIN) family protein
OG0002111	YuYa2v21049027m	Serine protease inhibitor (SERPIN) family protein
OG0002112	YuYa2v21061145m	"Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3"
OG0002112	YuYa2v21072053m	"Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3"
OG0002112	YuYa2v21074195m	"Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3"
OG0002112	YuYa2v21081066m	"Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3"
OG0002113	YuYa2v21003861m	Cysteine proteinases superfamily protein
OG0002113	YuYa2v21011476m	Cysteine proteinases superfamily protein
OG0002113	YuYa2v21043501m	Cysteine proteinases superfamily protein
OG0002113	YuYa2v21082897m	Cysteine proteinases superfamily protein
OG0002114	YuYa2v21002004m	ABL interactor-like protein 2
OG0002114	YuYa2v21037942m	ABL interactor-like protein 2
OG0002116	YuYa2v21043577m	DNA binding
OG0002116	YuYa2v21061312m	DNA binding
OG0002116	YuYa2v21066538m	DNA binding
OG0002116	YuYa2v21083400m	DNA binding
OG0002117	YuYa2v21000443m	Chaperone protein htpG family protein
OG0002117	YuYa2v21039763m	Chaperone protein htpG family protein
OG0002117	YuYa2v21093005m	Chaperone protein htpG family protein
OG0002118	YuYa2v21036200m	RS2-interacting KH protein
OG0002118	YuYa2v21048001m	RS2-interacting KH protein
OG0002118	YuYa2v21084722m	RS2-interacting KH protein
OG0002119	YuYa2v21002082m	microtubule-associated protein 65-2
OG0002119	YuYa2v21013516m	microtubule-associated protein 65-2
OG0002119	YuYa2v21037839m	microtubule-associated protein 65-2
OG0002119	YuYa2v21039986m	microtubule-associated protein 65-2
OG0002119	YuYa2v21086109m	microtubule-associated protein 65-2
OG0002119	YuYa2v21091248m	microtubule-associated protein 65-2
OG0002120	YuYa2v21002296m	Phosphatidylinositol 3- and 4-kinase family protein
OG0002120	YuYa2v21013241m	Phosphatidylinositol 3- and 4-kinase family protein
OG0002120	YuYa2v21038103m	Phosphatidylinositol 3- and 4-kinase family protein
OG0002121	YuYa2v21020967m	6
OG0002121	YuYa2v21033691m	6
OG0002122	YuYa2v21019764m	peptidoglycan-binding LysM domain-containing protein
OG0002122	YuYa2v21024586m	peptidoglycan-binding LysM domain-containing protein
OG0002122	YuYa2v21033883m	peptidoglycan-binding LysM domain-containing protein
OG0002123	YuYa2v21023122m	NRAMP metal ion transporter 6
OG0002123	YuYa2v21060470m	NRAMP metal ion transporter 6
OG0002123	YuYa2v21069792m	NRAMP metal ion transporter 6
OG0002123	YuYa2v21074543m	NRAMP metal ion transporter 6
OG0002124	YuYa2v21020564m	0
OG0002124	YuYa2v21056749m	0
OG0002124	YuYa2v21066183m	0
OG0002124	YuYa2v21068042m	0
OG0002125	YuYa2v21056753m	ubiquitin family protein
OG0002125	YuYa2v21066179m	ubiquitin family protein
OG0002125	YuYa2v21068044m	ubiquitin family protein
OG0002126	YuYa2v21014426m	Protein of unknown function (DUF155)
OG0002126	YuYa2v21044325m	Protein of unknown function (DUF155)
OG0002126	YuYa2v21057820m	Protein of unknown function (DUF155)
OG0002126	YuYa2v21085466m	Protein of unknown function (DUF155)
OG0002126	YuYa2v21091272m	Protein of unknown function (DUF155)
OG0002126	YuYa2v21093887m	Protein of unknown function (DUF155)
OG0002127	YuYa2v21055356m	SH3 domain-containing protein
OG0002127	YuYa2v21067397m	SH3 domain-containing protein
OG0002127	YuYa2v21075449m	SH3 domain-containing protein
OG0002128	YuYa2v21013339m	0
OG0002128	YuYa2v21021825m	0
OG0002128	YuYa2v21023998m	0
OG0002128	YuYa2v21038000m	0
OG0002128	YuYa2v21076306m	0
OG0002128	YuYa2v21079243m	0
OG0002128	YuYa2v21088540m	0
OG0002128	YuYa2v21089214m	0
OG0002128	YuYa2v21094952m	0
OG0002129	YuYa2v21018385m	transcription factor IIB
OG0002129	YuYa2v21026023m	transcription factor IIB
OG0002129	YuYa2v21056145m	transcription factor IIB
OG0002129	YuYa2v21066650m	transcription factor IIB
OG0002129	YuYa2v21068957m	transcription factor IIB
OG0002130	YuYa2v21039838m	4
OG0002130	YuYa2v21043474m	4
OG0002130	YuYa2v21077680m	4
OG0002130	YuYa2v21086308m	4
OG0002131	YuYa2v21000915m	Phox (PX) domain-containing protein
OG0002131	YuYa2v21011027m	Phox (PX) domain-containing protein
OG0002131	YuYa2v21040494m	Phox (PX) domain-containing protein
OG0002132	YuYa2v21004186m	alpha/beta-Hydrolases superfamily protein
OG0002132	YuYa2v21031524m	alpha/beta-Hydrolases superfamily protein
OG0002132	YuYa2v21047710m	alpha/beta-Hydrolases superfamily protein
OG0002132	YuYa2v21047788m	alpha/beta-Hydrolases superfamily protein
OG0002133	YuYa2v21008032m	cleavage stimulating factor 64
OG0002133	YuYa2v21009267m	cleavage stimulating factor 64
OG0002133	YuYa2v21054139m	cleavage stimulating factor 64
OG0002134	YuYa2v21014980m	Thioesterase superfamily protein
OG0002134	YuYa2v21046467m	Thioesterase superfamily protein
OG0002134	YuYa2v21064013m	Thioesterase superfamily protein
OG0002135	YuYa2v21008476m	protein binding
OG0002135	YuYa2v21008624m	protein binding
OG0002135	YuYa2v21018083m	protein binding
OG0002135	YuYa2v21025867m	protein binding
OG0002135	YuYa2v21032641m	protein binding
OG0002135	YuYa2v21054570m	protein binding
OG0002135	YuYa2v21056436m	protein binding
OG0002135	YuYa2v21066420m	protein binding
OG0002135	YuYa2v21067692m	protein binding
OG0002136	YuYa2v21008419m	Ribosomal protein S25 family protein
OG0002136	YuYa2v21008774m	Ribosomal protein S25 family protein
OG0002136	YuYa2v21025902m	Ribosomal protein S25 family protein
OG0002136	YuYa2v21054512m	Ribosomal protein S25 family protein
OG0002136	YuYa2v21091900m	Ribosomal protein S25 family protein
OG0002136	YuYa2v21095436m	Ribosomal protein S25 family protein
OG0002137	YuYa2v21000974m	ATP binding microtubule motor family protein
OG0002137	YuYa2v21002415m	ATP binding microtubule motor family protein
OG0002137	YuYa2v21011085m	ATP binding microtubule motor family protein
OG0002137	YuYa2v21038223m	ATP binding microtubule motor family protein
OG0002137	YuYa2v21040464m	ATP binding microtubule motor family protein
OG0002138	YuYa2v21008223m	VIRE2-interacting protein 1
OG0002138	YuYa2v21008973m	VIRE2-interacting protein 1
OG0002138	YuYa2v21050111m	VIRE2-interacting protein 1
OG0002138	YuYa2v21054341m	VIRE2-interacting protein 1
OG0002139	YuYa2v21045931m	RING/FYVE/PHD-type zinc finger family protein
OG0002139	YuYa2v21063857m	RING/FYVE/PHD-type zinc finger family protein
OG0002139	YuYa2v21070695m	RING/FYVE/PHD-type zinc finger family protein
OG0002139	YuYa2v21081175m	RING/FYVE/PHD-type zinc finger family protein
OG0002139	YuYa2v21092753m	RING/FYVE/PHD-type zinc finger family protein
OG0002140	YuYa2v21020292m	PLATZ transcription factor family protein
OG0002140	YuYa2v21024109m	PLATZ transcription factor family protein
OG0002140	YuYa2v21034080m	PLATZ transcription factor family protein
OG0002141	YuYa2v21047333m	4
OG0002141	YuYa2v21051596m	4
OG0002141	YuYa2v21064645m	4
OG0002141	YuYa2v21095305m	4
OG0002142	YuYa2v21003234m	4
OG0002142	YuYa2v21011963m	4
OG0002142	YuYa2v21020270m	4
OG0002142	YuYa2v21024088m	4
OG0002142	YuYa2v21038859m	4
OG0002142	YuYa2v21091413m	4
OG0002142	YuYa2v21093127m	4
OG0002143	YuYa2v21014132m	Ribosomal protein L36e family protein
OG0002143	YuYa2v21055025m	Ribosomal protein L36e family protein
OG0002143	YuYa2v21085633m	Ribosomal protein L36e family protein
OG0002144	YuYa2v21011456m	cAMP-regulated phosphoprotein 19-related protein
OG0002144	YuYa2v21042715m	cAMP-regulated phosphoprotein 19-related protein
OG0002144	YuYa2v21077469m	cAMP-regulated phosphoprotein 19-related protein
OG0002144	YuYa2v21082481m	cAMP-regulated phosphoprotein 19-related protein
OG0002144	YuYa2v21091481m	cAMP-regulated phosphoprotein 19-related protein
OG0002144	YuYa2v21092635m	cAMP-regulated phosphoprotein 19-related protein
OG0002145	YuYa2v21060677m	zinc finger (C2H2 type) family protein
OG0002145	YuYa2v21071099m	zinc finger (C2H2 type) family protein
OG0002145	YuYa2v21081506m	zinc finger (C2H2 type) family protein
OG0002146	YuYa2v21003638m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0002146	YuYa2v21036464m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0002146	YuYa2v21039455m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0002146	YuYa2v21048264m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0002147	YuYa2v21005805m	GRAS family transcription factor
OG0002147	YuYa2v21031040m	GRAS family transcription factor
OG0002147	YuYa2v21046994m	GRAS family transcription factor
OG0002147	YuYa2v21057522m	GRAS family transcription factor
OG0002147	YuYa2v21065477m	GRAS family transcription factor
OG0002147	YuYa2v21073015m	GRAS family transcription factor
OG0002148	YuYa2v21006373m	"DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain"
OG0002148	YuYa2v21058228m	"DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain"
OG0002148	YuYa2v21073435m	"DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain"
OG0002148	YuYa2v21080046m	"DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain"
OG0002149	YuYa2v21016783m	tetratricopeptide repeat (TPR)-containing protein
OG0002149	YuYa2v21026881m	tetratricopeptide repeat (TPR)-containing protein
OG0002149	YuYa2v21059788m	tetratricopeptide repeat (TPR)-containing protein
OG0002150	YuYa2v21016927m	Transducin family protein / WD-40 repeat family protein
OG0002150	YuYa2v21057607m	Transducin family protein / WD-40 repeat family protein
OG0002150	YuYa2v21065396m	Transducin family protein / WD-40 repeat family protein
OG0002150	YuYa2v21068809m	Transducin family protein / WD-40 repeat family protein
OG0002151	YuYa2v21005614m	Leucine-rich receptor-like protein kinase family protein
OG0002151	YuYa2v21005616m	Leucine-rich receptor-like protein kinase family protein
OG0002151	YuYa2v21030786m	Leucine-rich receptor-like protein kinase family protein
OG0002151	YuYa2v21030787m	Leucine-rich receptor-like protein kinase family protein
OG0002151	YuYa2v21079674m	Leucine-rich receptor-like protein kinase family protein
OG0002152	YuYa2v21019741m	Tetraspanin family protein
OG0002152	YuYa2v21024567m	Tetraspanin family protein
OG0002152	YuYa2v21065802m	Tetraspanin family protein
OG0002152	YuYa2v21068401m	Tetraspanin family protein
OG0002153	YuYa2v21046940m	Carbohydrate-binding X8 domain superfamily protein
OG0002153	YuYa2v21048574m	Carbohydrate-binding X8 domain superfamily protein
OG0002153	YuYa2v21048575m	Carbohydrate-binding X8 domain superfamily protein
OG0002153	YuYa2v21051256m	Carbohydrate-binding X8 domain superfamily protein
OG0002153	YuYa2v21060697m	Carbohydrate-binding X8 domain superfamily protein
OG0002153	YuYa2v21064359m	Carbohydrate-binding X8 domain superfamily protein
OG0002153	YuYa2v21071081m	Carbohydrate-binding X8 domain superfamily protein
OG0002153	YuYa2v21081500m	Carbohydrate-binding X8 domain superfamily protein
OG0002154	YuYa2v21014165m	ubiquitin-conjugating enzyme 13
OG0002154	YuYa2v21055056m	ubiquitin-conjugating enzyme 13
OG0002154	YuYa2v21073630m	ubiquitin-conjugating enzyme 13
OG0002154	YuYa2v21080239m	ubiquitin-conjugating enzyme 13
OG0002154	YuYa2v21093827m	ubiquitin-conjugating enzyme 13
OG0002155	YuYa2v21012537m	#N/A
OG0002155	YuYa2v21039133m	#N/A
OG0002155	YuYa2v21094082m	#N/A
OG0002156	YuYa2v21006531m	Ribosomal L29 family protein 
OG0002156	YuYa2v21014329m	Ribosomal L29 family protein 
OG0002156	YuYa2v21080152m	Ribosomal L29 family protein 
OG0002156	YuYa2v21085572m	Ribosomal L29 family protein 
OG0002156	YuYa2v21090839m	Ribosomal L29 family protein 
OG0002157	YuYa2v21042850m	Translation protein SH3-like family protein
OG0002157	YuYa2v21077343m	Translation protein SH3-like family protein
OG0002157	YuYa2v21077364m	Translation protein SH3-like family protein
OG0002157	YuYa2v21082394m	Translation protein SH3-like family protein
OG0002158	YuYa2v21003522m	Protein of unknown function (DUF1421)
OG0002158	YuYa2v21039210m	Protein of unknown function (DUF1421)
OG0002158	YuYa2v21092116m	Protein of unknown function (DUF1421)
OG0002159	YuYa2v21083951m	DNA-binding protein phosphatase 1
OG0002159	YuYa2v21084131m	DNA-binding protein phosphatase 1
OG0002159	YuYa2v21089104m	DNA-binding protein phosphatase 1
OG0002160	YuYa2v21027078m	zinc transporter 4 precursor
OG0002160	YuYa2v21078300m	zinc transporter 4 precursor
OG0002160	YuYa2v21078303m	zinc transporter 4 precursor
OG0002161	YuYa2v21029875m	developmentally regulated G-protein 1
OG0002161	YuYa2v21045718m	developmentally regulated G-protein 1
OG0002161	YuYa2v21084366m	developmentally regulated G-protein 1
OG0002162	YuYa2v21061060m	#N/A
OG0002162	YuYa2v21084236m	#N/A
OG0002162	YuYa2v21086814m	#N/A
OG0002163	YuYa2v21052584m	0
OG0002163	YuYa2v21088647m	0
OG0002163	YuYa2v21090594m	0
OG0002164	YuYa2v21052618m	Exostosin family protein
OG0002164	YuYa2v21079376m	Exostosin family protein
OG0002164	YuYa2v21088624m	Exostosin family protein
OG0002164	YuYa2v21094275m	Exostosin family protein
OG0002165	YuYa2v21011011m	vacuolar protein sorting 46
OG0002165	YuYa2v21040505m	vacuolar protein sorting 46
OG0002165	YuYa2v21076250m	vacuolar protein sorting 46
OG0002165	YuYa2v21083872m	vacuolar protein sorting 46
OG0002166	YuYa2v21022263m	SCP1-like small phosphatase 5
OG0002166	YuYa2v21022271m	SCP1-like small phosphatase 5
OG0002166	YuYa2v21028141m	SCP1-like small phosphatase 5
OG0002166	YuYa2v21074723m	SCP1-like small phosphatase 5
OG0002166	YuYa2v21090863m	SCP1-like small phosphatase 5
OG0002166	YuYa2v21090958m	SCP1-like small phosphatase 5
OG0002166	YuYa2v21095772m	SCP1-like small phosphatase 5
OG0002167	YuYa2v21029629m	RNA-binding (RRM/RBD/RNP motifs) family protein
OG0002167	YuYa2v21043855m	RNA-binding (RRM/RBD/RNP motifs) family protein
OG0002167	YuYa2v21048424m	RNA-binding (RRM/RBD/RNP motifs) family protein
OG0002168	YuYa2v21000798m	Syntaxin/t-SNARE family protein
OG0002168	YuYa2v21010580m	Syntaxin/t-SNARE family protein
OG0002168	YuYa2v21040869m	Syntaxin/t-SNARE family protein
OG0002169	YuYa2v21030600m	homology to ABI2
OG0002169	YuYa2v21075656m	homology to ABI2
OG0002169	YuYa2v21084278m	homology to ABI2
OG0002170	YuYa2v21000839m	hydroxyproline-rich glycoprotein family protein
OG0002170	YuYa2v21002676m	hydroxyproline-rich glycoprotein family protein
OG0002170	YuYa2v21010493m	hydroxyproline-rich glycoprotein family protein
OG0002170	YuYa2v21040936m	hydroxyproline-rich glycoprotein family protein
OG0002171	YuYa2v21007267m	calreticulin 3
OG0002171	YuYa2v21025376m	calreticulin 3
OG0002171	YuYa2v21034360m	calreticulin 3
OG0002171	YuYa2v21053536m	calreticulin 3
OG0002172	YuYa2v21018546m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0002172	YuYa2v21026182m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0002172	YuYa2v21034957m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0002172	YuYa2v21057244m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0002172	YuYa2v21068442m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0002173	YuYa2v21016693m	RNA polymerase subunit beta
OG0002173	YuYa2v21016695m	RNA polymerase subunit beta
OG0002173	YuYa2v21021235m	RNA polymerase subunit beta
OG0002173	YuYa2v21024998m	RNA polymerase subunit beta
OG0002173	YuYa2v21067787m	RNA polymerase subunit beta
OG0002174	YuYa2v21020079m	0
OG0002174	YuYa2v21025041m	0
OG0002174	YuYa2v21033405m	0
OG0002174	YuYa2v21056300m	0
OG0002174	YuYa2v21056301m	0
OG0002174	YuYa2v21056302m	0
OG0002174	YuYa2v21056303m	0
OG0002174	YuYa2v21067584m	0
OG0002174	YuYa2v21090567m	0
OG0002175	YuYa2v21001950m	Protein of unknown function (DUF1639)
OG0002175	YuYa2v21013619m	Protein of unknown function (DUF1639)
OG0002175	YuYa2v21037632m	Protein of unknown function (DUF1639)
OG0002176	YuYa2v21006549m	Glutathione S-transferase family protein
OG0002176	YuYa2v21055166m	Glutathione S-transferase family protein
OG0002176	YuYa2v21093773m	Glutathione S-transferase family protein
OG0002177	YuYa2v21003258m	VQ motif-containing protein
OG0002177	YuYa2v21011884m	VQ motif-containing protein
OG0002177	YuYa2v21038624m	VQ motif-containing protein
OG0002177	YuYa2v21042130m	VQ motif-containing protein
OG0002177	YuYa2v21081875m	VQ motif-containing protein
OG0002178	YuYa2v21021248m	alpha/beta-Hydrolases superfamily protein
OG0002178	YuYa2v21023459m	alpha/beta-Hydrolases superfamily protein
OG0002178	YuYa2v21055935m	alpha/beta-Hydrolases superfamily protein
OG0002178	YuYa2v21067126m	alpha/beta-Hydrolases superfamily protein
OG0002178	YuYa2v21074313m	alpha/beta-Hydrolases superfamily protein
OG0002179	YuYa2v21006172m	Ca2+-activated RelA/spot homolog
OG0002179	YuYa2v21006173m	Ca2+-activated RelA/spot homolog
OG0002179	YuYa2v21006176m	Ca2+-activated RelA/spot homolog
OG0002179	YuYa2v21014835m	Ca2+-activated RelA/spot homolog
OG0002179	YuYa2v21059911m	Ca2+-activated RelA/spot homolog
OG0002180	YuYa2v21004536m	#N/A
OG0002180	YuYa2v21015829m	#N/A
OG0002180	YuYa2v21015832m	#N/A
OG0002181	YuYa2v21016069m	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
OG0002181	YuYa2v21016070m	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
OG0002181	YuYa2v21058511m	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
OG0002181	YuYa2v21058512m	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
OG0002182	YuYa2v21056078m	Per1-like family protein
OG0002182	YuYa2v21066706m	Per1-like family protein
OG0002182	YuYa2v21069014m	Per1-like family protein
OG0002183	YuYa2v21004611m	4
OG0002183	YuYa2v21059014m	4
OG0002183	YuYa2v21072895m	4
OG0002183	YuYa2v21095547m	4
OG0002184	YuYa2v21015693m	RING/U-box protein
OG0002184	YuYa2v21059526m	RING/U-box protein
OG0002185	YuYa2v21006232m	zinc ion binding;nucleic acid binding
OG0002185	YuYa2v21014791m	zinc ion binding;nucleic acid binding
OG0002185	YuYa2v21059867m	zinc ion binding;nucleic acid binding
OG0002186	YuYa2v21008212m	SNARE-like superfamily protein
OG0002186	YuYa2v21018375m	SNARE-like superfamily protein
OG0002186	YuYa2v21026018m	SNARE-like superfamily protein
OG0002186	YuYa2v21054330m	SNARE-like superfamily protein
OG0002187	YuYa2v21028122m	0
OG0002187	YuYa2v21052358m	0
OG0002187	YuYa2v21074737m	0
OG0002187	YuYa2v21079006m	0
OG0002187	YuYa2v21088792m	0
OG0002188	YuYa2v21022243m	related to AP2 6
OG0002188	YuYa2v21052610m	related to AP2 6
OG0002188	YuYa2v21074871m	related to AP2 6
OG0002188	YuYa2v21079217m	related to AP2 6
OG0002188	YuYa2v21088628m	related to AP2 6
OG0002188	YuYa2v21089821m	related to AP2 6
OG0002189	YuYa2v21043024m	Tyrosine transaminase family protein
OG0002189	YuYa2v21077101m	Tyrosine transaminase family protein
OG0002189	YuYa2v21082295m	Tyrosine transaminase family protein
OG0002190	YuYa2v21023058m	BCL-2-associated athanogene 6
OG0002191	YuYa2v21023629m	Domain of unknown function (DUF303) 
OG0002191	YuYa2v21035258m	Domain of unknown function (DUF303) 
OG0002191	YuYa2v21089285m	Domain of unknown function (DUF303) 
OG0002192	YuYa2v21029304m	WRKY DNA-binding protein 21
OG0002192	YuYa2v21044908m	WRKY DNA-binding protein 21
OG0002192	YuYa2v21049444m	WRKY DNA-binding protein 21
OG0002193	YuYa2v21044124m	RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain
OG0002193	YuYa2v21048711m	RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain
OG0002193	YuYa2v21062691m	RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain
OG0002194	YuYa2v21021057m	basic region/leucine zipper motif 27
OG0002194	YuYa2v21024957m	basic region/leucine zipper motif 27
OG0002194	YuYa2v21033590m	basic region/leucine zipper motif 27
OG0002194	YuYa2v21056534m	basic region/leucine zipper motif 27
OG0002195	YuYa2v21056027m	MBOAT (membrane bound O-acyl transferase) family protein
